source,target,originLocation,destLocation,duplicateSize
110,347,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcParameterMetaDataTest.java|(1948,234,<45,0>,<56,32>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcNClobTest.java|(2042,234,<49,0>,<60,32>)",8
96,347,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDataSourceTest.java|(2059,198,<49,0>,<58,5>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcNClobTest.java|(2042,198,<49,0>,<58,5>)",7
284,207,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/OtherType.java|(3223,116,<110,0>,<116,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BinaryType.java|(5768,116,<181,0>,<187,9>)",5
364,193,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobType.java|(2376,149,<63,0>,<71,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobType.java|(2373,149,<63,0>,<71,5>)",6
34,257,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/OrderedIntHashSet.java|(2869,239,<92,0>,<105,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(2852,239,<86,0>,<99,5>)",9
300,111,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcRowIdTest.java|(2025,165,<48,0>,<55,25>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcParameterMetaDataTest.java|(1974,165,<46,0>,<53,25>)",5
94,97,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDataSourceFactoryTest.java|(2104,165,<49,0>,<56,25>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDataSourceTest.java|(2085,165,<50,0>,<57,25>)",5
46,51,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(3389,352,<114,0>,<136,36>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(3539,352,<121,0>,<143,36>)",14
208,131,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcDataSource.java|(10720,1356,<280,0>,<305,88>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcResultSetMetaData.java|(37344,1356,<911,0>,<936,88>)",5
296,143,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/JDBCBench.java|(507,178,<14,0>,<19,26>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestAllTypes.java|(1625,178,<33,0>,<38,26>)",5
188,303,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcBlobTest.java|(2050,234,<49,0>,<60,32>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/JdbcSuite.java|(1960,409,<46,0>,<65,32>)",8
222,387,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/IntervalType.java|(20307,129,<617,0>,<624,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/DateTimeType.java|(13191,129,<447,0>,<454,9>)",5
56,109,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestBug1191815.java|(3861,158,<117,0>,<123,1>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestStoredProcedure.java|(3950,158,<124,0>,<130,1>)",5
146,103,"|java+compilationUnit:///base/trunk/src/org/hsqldb/DDLParser.java|(58214,109,<1948,0>,<1953,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/CommandParser.java|(20616,109,<677,0>,<682,5>)",5
222,193,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/IntervalType.java|(14010,198,<449,0>,<456,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobType.java|(3309,198,<113,0>,<120,9>)",5
50,391,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(3539,139,<121,0>,<130,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntValueHashMap.java|(3990,139,<141,0>,<150,5>)",6
92,333,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcPreparedStatement.java|(145700,1356,<3489,0>,<3514,88>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcStatement.java|(71599,1356,<1747,0>,<1772,88>)",5
96,301,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDataSourceTest.java|(2059,234,<49,0>,<60,32>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcRowIdTest.java|(1999,234,<47,0>,<58,32>)",8
222,207,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/IntervalType.java|(12102,116,<389,0>,<395,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BinaryType.java|(5768,116,<181,0>,<187,9>)",5
26,147,"|java+compilationUnit:///base/trunk/src/org/hsqldb/Parser.java|(106744,160,<3710,0>,<3720,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/DDLParser.java|(87342,192,<3007,0>,<3017,9>)",7
70,327,"|java+compilationUnit:///base/trunk/src/org/hsqldb/Library.java|(6367,186,<139,0>,<145,12>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestLibSpeed.java|(2284,186,<58,0>,<64,12>)",6
62,209,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcParameterMetaData.java|(10487,1540,<278,0>,<307,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcDataSource.java|(10639,1518,<279,0>,<307,5>)",8
118,3,"|java+compilationUnit:///base/trunk/src/org/hsqldb/util/ZaurusDatabaseManager.java|(15986,196,<500,0>,<508,31>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/util/DatabaseManager.java|(18943,196,<613,0>,<621,31>)",5
300,199,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcRowIdTest.java|(2025,165,<48,0>,<55,25>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/JdbcTestCase.java|(16182,165,<376,0>,<383,25>)",5
286,219,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcClobTest.java|(2110,165,<51,0>,<58,25>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcConnectionTest.java|(2346,165,<59,0>,<66,25>)",5
46,295,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4916,248,<185,0>,<195,41>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(5057,248,<192,0>,<202,41>)",7
358,389,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestCascade.java|(2353,190,<68,0>,<74,31>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestBase.java|(3320,190,<99,0>,<105,31>)",5
134,269,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/UtilTest.java|(11631,206,<275,0>,<284,5>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcCallableStatementTest.java|(2269,198,<56,0>,<65,5>)",7
204,307,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestDatabaseMetaData.java|(1599,185,<31,0>,<37,34>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestSql.java|(1599,185,<31,0>,<37,34>)",5
332,131,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcStatement.java|(71599,1437,<1747,0>,<1774,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcResultSetMetaData.java|(37344,1437,<911,0>,<938,5>)",7
96,135,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDataSourceTest.java|(2059,234,<49,0>,<60,32>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/UtilTest.java|(11631,246,<275,0>,<286,32>)",8
130,63,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcResultSetMetaData.java|(37344,1356,<911,0>,<936,88>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcParameterMetaData.java|(10569,1377,<279,0>,<305,88>)",5
222,387,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/IntervalType.java|(11994,224,<381,0>,<395,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/DateTimeType.java|(6454,224,<228,0>,<242,9>)",10
134,111,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/UtilTest.java|(11631,206,<275,0>,<284,5>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcParameterMetaDataTest.java|(1948,198,<45,0>,<54,5>)",7
178,377,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestJDBCSavepoints.java|(16791,158,<503,0>,<509,1>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestINPredicateParameterizationAndCorrelation.java|(5552,158,<174,0>,<180,1>)",5
130,333,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcResultSetMetaData.java|(37379,1402,<912,0>,<938,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcStatement.java|(71634,1402,<1748,0>,<1774,5>)",6
218,305,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcConnectionTest.java|(2346,165,<59,0>,<66,25>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDatabaseMetaDataTest.java|(4542,165,<120,0>,<127,25>)",5
208,53,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcDataSource.java|(10720,1437,<280,0>,<307,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/pool/ManagedPoolDataSource.java|(19394,1437,<468,0>,<495,5>)",7
186,37,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(3789,248,<135,0>,<145,41>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/HashMap.java|(4805,248,<181,0>,<191,41>)",7
286,189,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcClobTest.java|(9270,233,<299,0>,<307,1>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcBlobTest.java|(8544,235,<296,0>,<305,1>)",6
188,97,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcBlobTest.java|(2050,234,<49,0>,<60,32>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDataSourceTest.java|(2059,234,<49,0>,<60,32>)",8
208,131,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcDataSource.java|(6835,5322,<191,0>,<307,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcResultSetMetaData.java|(36040,2741,<887,0>,<938,5>)",9
2,183,"|java+compilationUnit:///base/trunk/src/org/hsqldb/util/DatabaseManager.java|(34483,255,<1237,0>,<1248,28>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/util/DatabaseManagerSwing.java|(66410,206,<1954,0>,<1961,28>)",5
50,47,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(4252,248,<157,0>,<167,41>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4916,248,<185,0>,<195,41>)",7
330,257,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/MultiValueHashMap.java|(4659,451,<170,0>,<189,29>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(4530,451,<169,0>,<188,29>)",14
192,67,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobType.java|(2373,149,<63,0>,<71,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BooleanType.java|(2275,149,<65,0>,<73,5>)",6
36,257,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/HashMap.java|(4763,290,<180,0>,<191,41>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(4530,290,<169,0>,<180,41>)",8
194,21,"|java+compilationUnit:///base/trunk/src/org/hsqldb/Types.java|(30299,629,<867,0>,<879,44>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/Type.java|(18068,629,<540,0>,<552,44>)",12
130,251,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcResultSetMetaData.java|(37344,1356,<911,0>,<936,88>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcResultSet.java|(286845,1356,<6644,0>,<6669,88>)",5
142,213,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestAllTypes.java|(10020,229,<270,0>,<277,30>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestCacheSize.java|(16041,229,<481,0>,<488,30>)",5
172,279,"|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationMain.java|(48000,117,<1178,0>,<1185,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationFull.java|(109538,117,<2794,0>,<2801,5>)",5
386,113,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/DateTimeType.java|(6461,217,<230,0>,<242,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/CharacterType.java|(8695,217,<266,0>,<278,9>)",9
190,217,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcResultSetTest.java|(51593,170,<1915,0>,<1923,1>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDriverTest.java|(5756,170,<173,0>,<181,1>)",5
346,219,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcNClobTest.java|(2042,198,<49,0>,<58,5>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcConnectionTest.java|(2320,198,<58,0>,<67,5>)",7
256,51,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(4475,506,<166,0>,<188,29>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(4979,506,<188,0>,<210,29>)",16
218,217,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcConnectionTest.java|(2320,198,<58,0>,<67,5>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDriverTest.java|(1956,198,<45,0>,<54,5>)",7
36,331,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/HashMap.java|(2710,233,<79,0>,<89,35>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/MultiValueHashMap.java|(2731,233,<76,0>,<86,35>)",7
50,187,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(4210,451,<156,0>,<175,29>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(3747,451,<134,0>,<153,29>)",14
256,47,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(3085,139,<99,0>,<108,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(3389,139,<114,0>,<123,5>)",6
192,67,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobType.java|(2373,180,<63,0>,<73,29>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BooleanType.java|(2275,180,<65,0>,<75,29>)",7
202,247,"|java+compilationUnit:///base/trunk/src/org/hsqldb/rowio/RowOutputText.java|(8566,324,<318,0>,<328,49>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/rowio/RowOutputBinary.java|(6064,325,<210,0>,<221,49>)",7
36,47,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/HashMap.java|(4763,290,<180,0>,<191,41>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4874,290,<184,0>,<195,41>)",8
134,97,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/UtilTest.java|(11657,173,<276,0>,<283,25>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDataSourceTest.java|(2085,165,<50,0>,<57,25>)",5
46,187,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4874,451,<184,0>,<203,29>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(4544,451,<169,0>,<188,29>)",14
294,37,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(3525,352,<121,0>,<143,36>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/HashMap.java|(3102,352,<98,0>,<120,36>)",14
204,271,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestDatabaseMetaData.java|(8944,158,<231,0>,<237,1>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestBug778213.java|(5778,158,<192,0>,<198,1>)",5
386,185,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/DateTimeType.java|(13447,171,<458,0>,<466,23>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/NumberType.java|(31273,171,<982,0>,<990,23>)",5
294,47,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(5057,248,<192,0>,<202,41>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4916,248,<185,0>,<195,41>)",7
364,207,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobType.java|(3248,198,<109,0>,<116,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BinaryType.java|(9883,198,<326,0>,<333,9>)",5
94,111,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDataSourceFactoryTest.java|(2104,165,<49,0>,<56,25>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcParameterMetaDataTest.java|(1974,165,<46,0>,<53,25>)",5
172,279,"|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationMain.java|(35081,117,<870,0>,<877,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationFull.java|(23418,117,<622,0>,<629,5>)",5
112,207,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/CharacterType.java|(3089,211,<80,0>,<87,36>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BinaryType.java|(2139,211,<54,0>,<61,36>)",5
290,193,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/NullType.java|(2115,180,<57,0>,<67,29>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobType.java|(2373,180,<63,0>,<73,29>)",7
124,97,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcSQLXMLTest.java|(2673,165,<66,0>,<73,25>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDataSourceTest.java|(2085,165,<50,0>,<57,25>)",5
332,169,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcStatement.java|(71599,1356,<1747,0>,<1772,88>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcConnection.java|(129516,1357,<3167,0>,<3193,88>)",5
184,113,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/NumberType.java|(13534,116,<438,0>,<444,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/CharacterType.java|(8796,116,<272,0>,<278,9>)",5
184,21,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/NumberType.java|(43205,287,<1372,0>,<1382,31>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/Type.java|(16759,287,<498,0>,<508,31>)",7
110,125,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcParameterMetaDataTest.java|(1974,165,<46,0>,<53,25>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcSQLXMLTest.java|(2673,165,<66,0>,<73,25>)",5
130,63,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcResultSetMetaData.java|(37379,1402,<912,0>,<938,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcParameterMetaData.java|(10608,1419,<280,0>,<307,5>)",6
184,193,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/NumberType.java|(13534,116,<438,0>,<444,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobType.java|(2887,116,<95,0>,<101,9>)",5
110,287,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcParameterMetaDataTest.java|(1948,198,<45,0>,<54,5>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcClobTest.java|(2084,198,<50,0>,<59,5>)",7
376,341,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestINPredicateParameterizationAndCorrelation.java|(2083,287,<51,0>,<60,29>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestLikePredicateOptimizations.java|(2054,289,<51,0>,<60,29>)",6
304,281,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDatabaseMetaDataTest.java|(4516,198,<119,0>,<128,5>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcSavepointTest.java|(2009,198,<47,0>,<56,5>)",7
94,269,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDataSourceFactoryTest.java|(2078,234,<48,0>,<59,32>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcCallableStatementTest.java|(2269,234,<56,0>,<67,32>)",8
184,113,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/NumberType.java|(29333,128,<907,0>,<913,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/CharacterType.java|(16307,129,<516,0>,<523,9>)",5
50,295,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(3539,352,<121,0>,<143,36>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(3525,352,<121,0>,<143,36>)",14
190,281,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcResultSetTest.java|(51593,170,<1915,0>,<1923,1>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcSavepointTest.java|(4237,171,<123,0>,<130,1>)",5
294,51,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(3406,471,<116,0>,<143,36>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(3420,471,<116,0>,<143,36>)",17
264,191,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcResultSetMetaDataTest.java|(11784,250,<319,0>,<325,52>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcResultSetTest.java|(4304,152,<112,0>,<118,20>)",6
222,195,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/IntervalType.java|(8757,490,<284,0>,<293,44>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/Types.java|(30438,490,<870,0>,<879,44>)",9
2,55,"|java+compilationUnit:///base/trunk/src/org/hsqldb/util/DatabaseManager.java|(14518,422,<446,0>,<456,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/util/Transfer.java|(13627,422,<397,0>,<407,9>)",8
206,67,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BinaryType.java|(2531,180,<68,0>,<78,29>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BooleanType.java|(2275,180,<65,0>,<75,29>)",7
56,271,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestBug1191815.java|(3861,158,<117,0>,<123,1>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestBug778213.java|(5778,158,<192,0>,<198,1>)",5
256,37,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(3778,248,<135,0>,<145,41>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/HashMap.java|(3960,248,<141,0>,<151,41>)",7
186,295,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(3747,451,<134,0>,<153,29>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(5015,451,<191,0>,<210,29>)",14
172,279,"|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationMain.java|(48000,117,<1178,0>,<1185,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationFull.java|(144879,117,<3762,0>,<3769,5>)",5
268,287,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcCallableStatementTest.java|(2295,165,<57,0>,<64,25>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcClobTest.java|(2110,165,<51,0>,<58,25>)",5
172,279,"|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationMain.java|(67775,117,<1681,0>,<1688,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationFull.java|(121582,117,<3142,0>,<3149,5>)",5
172,279,"|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationMain.java|(120076,117,<2890,0>,<2897,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationFull.java|(121582,117,<3142,0>,<3149,5>)",5
50,295,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(5076,248,<192,0>,<202,41>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(5057,248,<192,0>,<202,41>)",7
354,201,"|java+compilationUnit:///base/trunk/src/org/hsqldb/rowio/RowInputText.java|(11600,172,<473,0>,<481,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/rowio/RowInputBinary.java|(5821,172,<186,0>,<194,9>)",5
330,51,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/MultiValueHashMap.java|(4701,248,<171,0>,<181,41>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(4252,248,<157,0>,<167,41>)",7
384,163,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestSqlPersistent.java|(1718,178,<36,0>,<41,26>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestTimestamp.java|(1625,178,<33,0>,<38,26>)",5
222,65,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/IntervalType.java|(8757,490,<284,0>,<293,44>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/rowio/RowInputBase.java|(7022,530,<223,0>,<232,48>)",9
218,303,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcConnectionTest.java|(2346,165,<59,0>,<66,25>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/JdbcSuite.java|(1986,217,<47,0>,<57,25>)",5
168,53,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcConnection.java|(129516,1357,<3167,0>,<3193,88>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/pool/ManagedPoolDataSource.java|(19394,1356,<468,0>,<493,88>)",5
46,331,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4819,506,<181,0>,<203,29>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/MultiValueHashMap.java|(4604,506,<167,0>,<189,29>)",16
