source,target,originLocation,destLocation,duplicateSize
386,185,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/DateTimeType.java|(12340,198,<420,0>,<429,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/NumberType.java|(27869,198,<855,0>,<864,9>)",7
394,211,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobDataRemoteClient.java|(4774,120,<143,0>,<151,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobDataRemoteClient.java|(3034,120,<89,0>,<97,5>)",6
298,285,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/Sort.java|(5562,140,<165,0>,<171,13>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/OtherType.java|(3223,116,<110,0>,<116,9>)",5
360,353,"|java+compilationUnit:///base/trunk/src/org/hsqldb/navigator/ClientRowSetNavigator.java|(3932,289,<122,0>,<139,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/navigator/RowSetNavigator.java|(4768,289,<205,0>,<222,9>)",12
2,183,"|java+compilationUnit:///base/trunk/src/org/hsqldb/util/DatabaseManager.java|(29233,166,<1009,0>,<1016,22>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/util/DatabaseManagerSwing.java|(61627,166,<1760,0>,<1767,22>)",5
134,217,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/UtilTest.java|(11631,206,<275,0>,<284,5>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDriverTest.java|(1956,198,<45,0>,<54,5>)",7
202,73,"|java+compilationUnit:///base/trunk/src/org/hsqldb/rowio/RowOutputText.java|(1905,295,<43,0>,<50,29>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/rowio/RowOutputBase.java|(1893,295,<43,0>,<50,29>)",7
250,7,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcResultSet.java|(1989,254,<46,0>,<59,23>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcCallableStatement.java|(1841,254,<41,0>,<54,23>)",8
278,173,"|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationFull.java|(12991,117,<362,0>,<369,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationMain.java|(120076,117,<2890,0>,<2897,5>)",5
132,63,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcDatabaseMetaData.java|(255007,2559,<5959,0>,<6006,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcParameterMetaData.java|(9264,2763,<255,0>,<307,5>)",9
276,107,"|java+compilationUnit:///base/trunk/src/org/hsqldb/RangeVariableResolver.java|(9919,96,<306,0>,<311,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/result/ResultMetaData.java|(11149,72,<350,0>,<355,1>)",5
104,177,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/DoubleIntIndex.java|(15998,84,<678,0>,<684,1>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/persist/Log.java|(25680,84,<826,0>,<832,1>)",5
286,347,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcClobTest.java|(2110,165,<51,0>,<58,25>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcNClobTest.java|(2068,165,<50,0>,<57,25>)",5
24,155,"|java+compilationUnit:///base/trunk/src/org/hsqldb/util/ConnectionDialog.java|(1950,269,<46,0>,<54,35>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/util/ZaurusConnectionDialog.java|(1834,269,<42,0>,<50,35>)",8
26,147,"|java+compilationUnit:///base/trunk/src/org/hsqldb/Parser.java|(35472,139,<1121,0>,<1128,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/DDLParser.java|(90905,139,<3151,0>,<3158,9>)",5
192,285,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobType.java|(2887,116,<95,0>,<101,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/OtherType.java|(3223,116,<110,0>,<116,9>)",5
186,51,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(4544,451,<169,0>,<188,29>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(4210,451,<156,0>,<175,29>)",14
184,387,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/NumberType.java|(1715,162,<37,0>,<42,24>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/DateTimeType.java|(1857,162,<42,0>,<47,24>)",5
204,377,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestDatabaseMetaData.java|(8944,158,<231,0>,<237,1>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestINPredicateParameterizationAndCorrelation.java|(5552,158,<174,0>,<180,1>)",5
302,301,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/JdbcSuite.java|(1986,217,<47,0>,<57,25>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcRowIdTest.java|(2025,165,<48,0>,<55,25>)",5
302,281,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/JdbcSuite.java|(1960,409,<46,0>,<65,32>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcSavepointTest.java|(2009,234,<47,0>,<58,32>)",8
94,219,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDataSourceFactoryTest.java|(2104,165,<49,0>,<56,25>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcConnectionTest.java|(2346,165,<59,0>,<66,25>)",5
50,47,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(5034,451,<191,0>,<210,29>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4874,451,<184,0>,<203,29>)",14
200,357,"|java+compilationUnit:///base/trunk/src/org/hsqldb/rowio/RowInputBinary.java|(2114,229,<49,0>,<54,29>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/rowio/RowInputTextLog.java|(2257,229,<53,0>,<58,29>)",5
172,279,"|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationMain.java|(48000,117,<1178,0>,<1185,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationFull.java|(23418,117,<622,0>,<629,5>)",5
346,189,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcNClobTest.java|(9270,235,<299,0>,<308,1>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcBlobTest.java|(8544,235,<296,0>,<305,1>)",6
340,179,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestLikePredicateOptimizations.java|(6744,158,<222,0>,<228,1>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestJDBCSavepoints.java|(16791,158,<503,0>,<509,1>)",5
250,53,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcResultSet.java|(286880,1402,<6645,0>,<6671,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/pool/ManagedPoolDataSource.java|(19429,1402,<469,0>,<495,5>)",6
148,181,"|java+compilationUnit:///base/trunk/src/org/hsqldb/SQLFunction.java|(61718,211,<1719,0>,<1726,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/Function.java|(20454,211,<590,0>,<597,5>)",5
300,303,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcRowIdTest.java|(1999,234,<47,0>,<58,32>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/JdbcSuite.java|(1960,409,<46,0>,<65,32>)",8
46,37,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4874,290,<184,0>,<195,41>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/HashMap.java|(4763,290,<180,0>,<191,41>)",8
372,195,"|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DITypeInfo.java|(12655,198,<367,0>,<373,33>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/Types.java|(29730,198,<850,0>,<856,33>)",5
284,67,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/OtherType.java|(2404,248,<68,0>,<82,29>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BooleanType.java|(2275,180,<65,0>,<75,29>)",7
98,175,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestMultiInsert.java|(1599,307,<31,0>,<42,34>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestMerge.java|(1599,307,<31,0>,<42,34>)",9
386,207,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/DateTimeType.java|(6454,224,<228,0>,<242,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BinaryType.java|(5660,224,<173,0>,<187,9>)",10
46,295,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4005,341,<146,0>,<160,41>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(4143,341,<153,0>,<167,41>)",10
354,357,"|java+compilationUnit:///base/trunk/src/org/hsqldb/rowio/RowInputText.java|(1887,451,<43,0>,<54,29>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/rowio/RowInputTextLog.java|(2035,451,<47,0>,<58,29>)",11
194,373,"|java+compilationUnit:///base/trunk/src/org/hsqldb/Types.java|(29730,198,<850,0>,<856,33>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DITypeInfo.java|(12655,198,<367,0>,<373,33>)",5
208,131,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcDataSource.java|(10639,1518,<279,0>,<307,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcResultSetMetaData.java|(37263,1518,<910,0>,<938,5>)",8
192,185,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobType.java|(2887,116,<95,0>,<101,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/NumberType.java|(13534,116,<438,0>,<444,9>)",5
222,195,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/IntervalType.java|(8757,588,<284,0>,<299,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/Types.java|(30438,588,<870,0>,<885,5>)",14
194,373,"|java+compilationUnit:///base/trunk/src/org/hsqldb/Types.java|(29730,229,<850,0>,<857,30>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DITypeInfo.java|(13851,229,<409,0>,<416,30>)",6
112,365,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/CharacterType.java|(3089,211,<80,0>,<87,36>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobType.java|(2060,211,<50,0>,<57,36>)",5
390,47,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntValueHashMap.java|(3990,139,<141,0>,<150,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(3389,139,<114,0>,<123,5>)",6
330,47,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/MultiValueHashMap.java|(3121,352,<95,0>,<117,36>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(3389,352,<114,0>,<136,36>)",14
294,391,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(3525,139,<121,0>,<130,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntValueHashMap.java|(3990,139,<141,0>,<150,5>)",6
118,3,"|java+compilationUnit:///base/trunk/src/org/hsqldb/util/ZaurusDatabaseManager.java|(7385,163,<241,0>,<252,27>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/util/DatabaseManager.java|(10626,163,<315,0>,<326,27>)",7
2,183,"|java+compilationUnit:///base/trunk/src/org/hsqldb/util/DatabaseManager.java|(18153,258,<593,0>,<599,44>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/util/DatabaseManagerSwing.java|(41266,258,<1101,0>,<1107,44>)",5
206,113,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BinaryType.java|(5667,217,<175,0>,<187,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/CharacterType.java|(8695,217,<266,0>,<278,9>)",9
192,365,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobType.java|(2373,149,<63,0>,<71,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobType.java|(2376,149,<63,0>,<71,5>)",6
296,231,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/JDBCBench.java|(507,178,<14,0>,<19,26>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/sample/FindFile.java|(3409,178,<69,0>,<74,26>)",5
386,113,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/DateTimeType.java|(1857,235,<42,0>,<49,33>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/CharacterType.java|(1715,235,<37,0>,<44,33>)",7
96,95,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDataSourceTest.java|(2059,198,<49,0>,<58,5>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDataSourceFactoryTest.java|(2078,198,<48,0>,<57,5>)",7
172,279,"|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationMain.java|(85765,139,<2087,0>,<2095,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationFull.java|(56542,139,<1466,0>,<1474,5>)",6
294,257,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(3525,352,<121,0>,<143,36>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(3085,352,<99,0>,<121,36>)",14
90,83,"|java+compilationUnit:///base/trunk/src/org/hsqldb/util/PostgresTransferHelper.java|(3113,275,<87,0>,<97,54>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/util/OracleTransferHelper.java|(5506,275,<156,0>,<166,54>)",5
178,341,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestJDBCSavepoints.java|(16791,158,<503,0>,<509,1>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestLikePredicateOptimizations.java|(6744,158,<222,0>,<228,1>)",5
64,223,"|java+compilationUnit:///base/trunk/src/org/hsqldb/rowio/RowInputBase.java|(7022,530,<223,0>,<232,48>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/IntervalType.java|(19607,490,<602,0>,<611,44>)",9
382,313,"|java+compilationUnit:///base/trunk/src/org/hsqldb/Expression.java|(143887,104,<4788,0>,<4794,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/View.java|(6609,104,<212,0>,<218,5>)",5
184,223,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/NumberType.java|(31273,171,<982,0>,<990,23>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/IntervalType.java|(20472,171,<627,0>,<635,23>)",5
124,189,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcSQLXMLTest.java|(2673,165,<66,0>,<73,25>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcBlobTest.java|(2076,165,<50,0>,<57,25>)",5
2,183,"|java+compilationUnit:///base/trunk/src/org/hsqldb/util/DatabaseManager.java|(2259,238,<57,0>,<63,37>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/util/DatabaseManagerSwing.java|(4321,238,<100,0>,<106,37>)",6
66,207,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BooleanType.java|(4954,178,<171,0>,<180,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BinaryType.java|(11146,178,<367,0>,<376,9>)",6
306,15,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestSql.java|(1625,239,<33,0>,<40,22>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/util/TransferDb.java|(1625,239,<33,0>,<40,22>)",7
364,193,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobType.java|(3030,416,<102,0>,<116,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobType.java|(3091,416,<106,0>,<120,9>)",11
302,269,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/JdbcSuite.java|(1986,217,<47,0>,<57,25>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcCallableStatementTest.java|(2295,165,<57,0>,<64,25>)",5
354,357,"|java+compilationUnit:///base/trunk/src/org/hsqldb/rowio/RowInputText.java|(10733,250,<431,0>,<440,20>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/rowio/RowInputTextLog.java|(9432,250,<369,0>,<378,20>)",6
268,303,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcCallableStatementTest.java|(2269,234,<56,0>,<67,32>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/JdbcSuite.java|(1960,409,<46,0>,<65,32>)",8
46,187,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4098,248,<150,0>,<160,41>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(4586,248,<170,0>,<180,41>)",7
52,209,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/pool/ManagedPoolDataSource.java|(19394,1356,<468,0>,<493,88>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcDataSource.java|(10720,1356,<280,0>,<305,88>)",5
330,51,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/MultiValueHashMap.java|(3121,352,<95,0>,<117,36>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(3539,352,<121,0>,<143,36>)",14
172,279,"|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationMain.java|(63844,139,<1568,0>,<1576,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationFull.java|(56542,139,<1466,0>,<1474,5>)",6
216,111,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDriverTest.java|(1956,198,<45,0>,<54,5>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcParameterMetaDataTest.java|(1948,198,<45,0>,<54,5>)",7
186,47,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(4544,290,<169,0>,<180,41>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4874,290,<184,0>,<195,41>)",8
192,207,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobType.java|(3765,201,<129,0>,<138,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BinaryType.java|(10779,209,<352,0>,<361,9>)",6
146,27,"|java+compilationUnit:///base/trunk/src/org/hsqldb/DDLParser.java|(42544,134,<1392,0>,<1398,13>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/Parser.java|(24159,134,<759,0>,<765,13>)",5
256,47,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(4572,248,<170,0>,<180,41>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4916,248,<185,0>,<195,41>)",7
346,269,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcNClobTest.java|(2042,234,<49,0>,<60,32>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcCallableStatementTest.java|(2269,234,<56,0>,<67,32>)",8
108,205,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestStoredProcedure.java|(3950,158,<124,0>,<130,1>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestDatabaseMetaData.java|(8944,158,<231,0>,<237,1>)",5
36,187,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/HashMap.java|(4708,506,<177,0>,<199,29>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(4489,506,<166,0>,<188,29>)",16
176,101,"|java+compilationUnit:///base/trunk/src/org/hsqldb/persist/Log.java|(25680,84,<826,0>,<832,1>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/rowio/RowOutputTextQuoted.java|(2684,84,<66,0>,<72,1>)",5
306,205,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestSql.java|(1599,185,<31,0>,<37,34>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestDatabaseMetaData.java|(1599,185,<31,0>,<37,34>)",5
244,51,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyLongValueHashMap.java|(2621,155,<73,0>,<80,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(2817,155,<83,0>,<90,5>)",5
112,223,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/CharacterType.java|(16133,190,<512,0>,<517,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/IntervalType.java|(28063,190,<815,0>,<820,5>)",5
374,179,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestBug808460.java|(2932,158,<85,0>,<91,1>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestJDBCSavepoints.java|(16791,158,<503,0>,<509,1>)",5
46,187,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4916,248,<185,0>,<195,41>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(3789,248,<135,0>,<145,41>)",7
300,95,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcRowIdTest.java|(1999,198,<47,0>,<56,5>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDataSourceFactoryTest.java|(2078,198,<48,0>,<57,5>)",7
112,185,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/CharacterType.java|(8695,217,<266,0>,<278,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/NumberType.java|(13433,217,<432,0>,<444,9>)",9
302,287,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/JdbcSuite.java|(1960,250,<46,0>,<58,5>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcClobTest.java|(2084,198,<50,0>,<59,5>)",7
184,113,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/NumberType.java|(1685,192,<36,0>,<42,24>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/CharacterType.java|(1685,192,<36,0>,<42,24>)",6
188,287,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcBlobTest.java|(2076,165,<50,0>,<57,25>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcClobTest.java|(2110,165,<51,0>,<58,25>)",5
36,257,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/HashMap.java|(3960,248,<141,0>,<151,41>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(3778,248,<135,0>,<145,41>)",7
124,219,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcSQLXMLTest.java|(2647,198,<65,0>,<74,5>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcConnectionTest.java|(2320,198,<58,0>,<67,5>)",7
300,281,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcRowIdTest.java|(2025,165,<48,0>,<55,25>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcSavepointTest.java|(2035,165,<48,0>,<55,25>)",5
184,387,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/NumberType.java|(31273,171,<982,0>,<990,23>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/DateTimeType.java|(13447,171,<458,0>,<466,23>)",5
18,317,"|java+compilationUnit:///base/trunk/src/org/hsqldb/server/WebServer.java|(6520,469,<154,0>,<166,72>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/server/Server.java|(14162,469,<358,0>,<370,72>)",5
268,95,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcCallableStatementTest.java|(2269,234,<56,0>,<67,32>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDataSourceFactoryTest.java|(2078,234,<48,0>,<59,32>)",8
186,47,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(3789,248,<135,0>,<145,41>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4098,248,<150,0>,<160,41>)",7
50,257,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(4210,451,<156,0>,<175,29>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(3736,451,<134,0>,<153,29>)",14
206,387,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BinaryType.java|(5768,116,<181,0>,<187,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/DateTimeType.java|(6562,116,<236,0>,<242,9>)",5
2,183,"|java+compilationUnit:///base/trunk/src/org/hsqldb/util/DatabaseManager.java|(6595,134,<171,0>,<177,30>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/util/DatabaseManagerSwing.java|(23916,134,<609,0>,<615,30>)",5
2,183,"|java+compilationUnit:///base/trunk/src/org/hsqldb/util/DatabaseManager.java|(10845,746,<328,0>,<339,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/util/DatabaseManagerSwing.java|(26123,746,<676,0>,<687,5>)",11
364,223,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobType.java|(2718,224,<83,0>,<97,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/IntervalType.java|(11994,224,<381,0>,<395,9>)",10
222,185,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/IntervalType.java|(26960,159,<785,0>,<792,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/NumberType.java|(35704,159,<1122,0>,<1129,9>)",5
256,47,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(3778,248,<135,0>,<145,41>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4098,248,<150,0>,<160,41>)",7
142,17,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestAllTypes.java|(1625,178,<33,0>,<38,26>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestQuotes.java|(1625,178,<33,0>,<38,26>)",5
366,77,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestBatchExecution.java|(1599,171,<31,0>,<37,26>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestSubQueriesInPreparedStatements.java|(1688,171,<36,0>,<42,26>)",5
186,37,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(3094,352,<99,0>,<121,36>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/HashMap.java|(3102,352,<98,0>,<120,36>)",14
124,269,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcSQLXMLTest.java|(2673,165,<66,0>,<73,25>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcCallableStatementTest.java|(2295,165,<57,0>,<64,25>)",5
