versionDate,packageName,className,classSize,duplicateCount,duplicateLines,largestDuplicate
2008,base.trunk.src.org.hsqldb.test,TestSubselect,266,3,17,6
2007,base.trunk.src.org.hsqldb.lib,MultiValueHashMap,109,14,135,18
2008,base.trunk.src.org.hsqldb.lib,Sort,68,2,14,9
2007,base.trunk.src.org.hsqldb.util,OracleTransferHelper,105,3,40,21
2007,base.trunk.src.org.hsqldb,TableUtil,100,2,12,6
2007,base.trunk.src.org.hsqldb.scriptio,ScriptWriterBase,252,2,11,6
2007,base.trunk.src.org.hsqldb.util,ConnectionDialog,225,7,48,11
2007,base.trunk.src.org.hsqldb.test,TestDatabaseMetaData,149,6,32,6
2008,base.trunk.src.org.hsqldb.jdbc.pool,JDBCConnectionPoolDataSource,139,1,13,13
2008,base.trunk.src.org.hsqldb.test,TestCacheSize,629,43,329,15
2008,base.trunk.test.org.hsqldb.jdbc,jdbcNClobTest,175,11,97,15
2008,base.trunk.src.org.hsqldb,TriggerDefSQL,129,1,6,6
2007,base.trunk.src.org.hsqldb.lib,ClosableCharArrayWriter,147,6,66,17
2008,base.trunk.src.org.hsqldb.types,BlobType,120,19,146,23
2008,base.trunk.src.org.hsqldb.util,CodeSwitcher,269,2,10,5
2008,base.trunk.src.org.hsqldb.result,Result,937,13,103,11
2008,base.trunk.src.org.hsqldb.lib,HsqlArrayHeap,127,1,6,6
2007,base.trunk.src.org.hsqldb,RangeVariable,563,3,17,6
2008,base.trunk.src.org.hsqldb.lib,StringUtil,164,9,73,11
2008,base.trunk.test.org.hsqldb.jdbc,jdbcStatementTest,317,1,5,5
2007,base.trunk.src.org.hsqldb.jdbc,jdbcResultSet,1154,15,99,9
2007,base.trunk.src.org.hsqldb.scriptio,ScriptWriterText,174,5,40,8
2007,base.trunk.src.org.hsqldb.rowio,RowOutputTextQuoted,25,1,5,5
2008,base.trunk.src.org.hsqldb.rights,Right,420,2,14,7
2008,base.trunk.src.org.hsqldb.util.preprocessor,Preprocessor,418,4,26,7
2007,base.trunk.src.org.hsqldb.util.preprocessor,Token,62,3,18,6
2008,base.trunk.src.org.hsqldb,CachedRow,123,1,6,6
2008,base.trunk.src.org.hsqldb.lib,IntKeyHashMap,113,17,199,24
2008,base.trunk.src.org.hsqldb.index,MemoryNode,25,1,6,6
2008,base.trunk.src.org.hsqldb.navigator,RowSetNavigator,148,1,12,12
2008,base.trunk.src.org.hsqldb.test,TestBug778213,98,5,27,6
2007,base.trunk.src.org.hsqldb.lib,DoubleIntIndex,396,18,133,11
2007,base.trunk.src.org.hsqldb.lib,OrderedIntHashSet,62,2,15,9
2007,base.trunk.src.org.hsqldb.lib,IntKeyHashMap,113,17,199,24
2007,base.trunk.src.org.hsqldb.test,TestSchemaParse,794,1,5,5
2008,base.trunk.src.org.hsqldb.scriptio,ScriptWriterBinary,75,2,11,6
2007,base.trunk.src.org.hsqldb.dbinfo,DITableInfo,307,5,59,20
2007,base.trunk.src.org.hsqldb.types,BlobDataID,63,3,20,7
2007,base.trunk.src.org.hsqldb.test,TestBug1191815,61,2,12,7
2008,base.trunk.src.org.hsqldb.util,ZaurusTableForm,564,10,61,8
2007,base.trunk.src.org.hsqldb.util,SqlFile,2925,35,237,12
2007,base.trunk.src.org.hsqldb.persist,ScaledRAFileHybrid,104,1,9,9
2008,base.trunk.src.org.hsqldb.test,TestHashStructures,390,10,62,10
2007,base.trunk.src.org.hsqldb,Expression,3390,73,538,33
2007,base.trunk.src.org.hsqldb,RangeVariableResolver,374,1,5,5
2007,base.trunk.src.org.hsqldb.types,BlobDataRemoteClient,116,5,28,7
2008,base.trunk.src.org.hsqldb,DatabaseScript,606,4,34,10
2008,base.trunk.src.org.hsqldb.util,OracleTransferHelper,105,3,40,21
2007,base.trunk.src.org.hsqldb.test,TestAny,53,2,12,6
2008,base.trunk.src.org.hsqldb.lib,IntValueHashMap,130,12,74,9
2008,base.trunk.src.org.hsqldb.index,Node,65,2,12,6
2007,base.trunk.src.org.hsqldb.test,TestScripts,134,2,17,11
2008,base.trunk.src.org.hsqldb.test,HsqldbTestCase,84,1,5,5
2007,base.trunk.src.org.hsqldb.server,HsqlSocketFactorySecure,170,2,16,8
2007,base.trunk.src.org.hsqldb,CompiledStatementManager,177,2,20,10
2007,base.trunk.test.org.hsqldb.jdbc,JdbcSuite,40,3,20,8
2007,base.trunk.src.org.hsqldb.rights,GranteeManager,332,5,43,14
2008,base.trunk.src.org.hsqldb.test,TestStoredProcedure,65,2,11,6
2007,base.trunk.src.org.hsqldb.test,TestCacheSize,629,43,329,15
2007,base.trunk.src.org.hsqldb.types,NumberType,1017,51,308,11
2007,base.trunk.src.org.hsqldb.util,ConnectionDialogCommon,191,2,12,6
2007,base.trunk.src.org.hsqldb,CompiledStatementExecutor,830,11,65,8
2008,base.trunk.src.org.hsqldb.test,TestINPredicateParameterizationAndCorrelation,96,5,29,6
2007,base.trunk.src.org.hsqldb.jdbc.pool,BaseConnectionWrapper,248,3,22,8
2007,base.trunk.src.org.hsqldb.util,Tree,253,10,101,20
2007,base.trunk.test.org.hsqldb.jdbc,jdbcResultSetTest,1125,78,459,23
2008,base.trunk.src.org.hsqldb.test,TestJDBCSavepoints,244,2,11,6
2008,base.trunk.src.org.hsqldb.test,TestSelf,466,4,29,11
2007,base.trunk.src.org.hsqldb.lib,HsqlArrayList,191,3,24,8
2007,base.trunk.src.org.hsqldb.test,TestKarl,179,2,20,10
2008,base.trunk.src.org.hsqldb.types,BlobDataID,69,4,29,9
2007,base.trunk.src.org.hsqldb,GroupedResult,107,1,9,9
2008,base.trunk.src.org.hsqldb,Constraint,419,2,15,9
2007,base.trunk.src.org.hsqldb.test,TestSql,487,9,69,11
2007,base.trunk.src.org.hsqldb.scriptio,ScriptReaderBase,82,2,11,6
2008,base.trunk.src.org.hsqldb.test,TestUtil,645,29,270,42
2007,base.trunk.src.org.hsqldb.index,DiskNode,190,1,6,6
2007,base.trunk.src.org.hsqldb.types,BlobDataMemory,109,2,13,7
2007,base.trunk.src.org.hsqldb.lib,WrapperIterator,92,1,9,9
2008,base.trunk.src.org.hsqldb.navigator,LinkedListRowSetNavigator,81,1,5,5
2007,base.trunk.src.org.hsqldb.util,HsqldbTransferHelper,52,2,10,5
2008,base.trunk.src.org.hsqldb.jdbc,jdbcColumnMetaData,52,1,6,6
2008,base.trunk.src.org.hsqldb.test,TestTimestamp,214,4,21,6
2008,base.trunk.src.org.hsqldb.persist,ScaledRAFileHybrid,104,1,9,9
2008,base.trunk.src.org.hsqldb.persist,ScaledRAFileInJar,136,7,35,5
2008,base.trunk.src.org.hsqldb,TableWorks,774,10,69,11
2008,base.trunk.src.org.hsqldb.lib,HashMappedList,126,2,11,6
2008,base.trunk.src.org.hsqldb.lib,SimpleLog,87,2,16,8
2007,base.trunk.src.org.hsqldb.util,PostgresTransferHelper,95,5,50,21
2007,base.trunk.src.org.hsqldb.navigator,ClientRowSetNavigator,108,1,12,12
2008,base.trunk.src.org.hsqldb.persist,TextCache,502,3,19,7
2007,base.trunk.test.org.hsqldb.jdbc,jdbcStatementTest,317,1,5,5
2007,base.trunk.src.org.hsqldb.lib,IntValueHashMap,120,12,74,9
2007,base.trunk.src.org.hsqldb.store,BaseHashMap,926,31,257,26
2007,base.trunk.src.org.hsqldb.test,TestSubQueriesInPreparedStatements,84,2,10,5
2008,base.trunk.src.org.hsqldb,NumberSequence,371,15,196,23
2008,base.trunk.src.org.hsqldb.index,Index,855,16,141,15
2007,base.trunk.src.org.hsqldb.lib,StringConverter,356,2,14,7
2007,base.trunk.src.org.hsqldb.lib,HsqlArrayHeap,127,1,6,6
2007,base.trunk.src.org.hsqldb,Select,978,4,28,9
2008,base.trunk.src.org.hsqldb.rowio,RowInputTextLog,273,18,106,11
2008,base.trunk.src.org.hsqldb.test,TestHarness,178,6,32,6
2008,base.trunk.src.org.hsqldb.types,BooleanType,122,13,83,10
2007,base.trunk.src.org.hsqldb.lib,Sort,68,2,14,9
2007,base.trunk.src.org.hsqldb.jdbc,jdbcCallableStatement,461,1,8,8
2007,base.trunk.src.org.hsqldb,CompiledStatement,548,6,40,9
2008,base.trunk.src.org.hsqldb.util,Transfer,813,10,65,8
2008,base.trunk.src.org.hsqldb.test,TestCollation,136,1,5,5
2008,base.trunk.src.org.hsqldb.test,TestDatabaseMetaData,149,6,32,6
2008,base.trunk.src.org.hsqldb,CompiledStatementManager,177,2,20,10
2008,base.trunk.src.org.hsqldb.util,ZaurusDatabaseManager,469,21,189,37
2008,base.trunk.src.org.hsqldb.test,TestBase,88,1,5,5
2008,base.trunk.src.org.hsqldb.types,ClobDataRemoteClient,114,7,41,7
2008,base.trunk.src.org.hsqldb.test,TestBatchExecution,225,6,43,10
2008,base.trunk.test.org.hsqldb.jdbc,JdbcTestCase,629,2,20,10
2007,base.trunk.src.org.hsqldb.jdbc,jdbcParameterMetaData,138,6,43,9
2008,base.trunk.src.org.hsqldb.jdbc,jdbcPreparedStatement,1084,23,251,21
2008,base.trunk.src.org.hsqldb.navigator,DataRowSetNavigator,327,6,38,9
2007,base.trunk.src.org.hsqldb.lib,DataOutputStream,88,2,10,5
2008,base.trunk.src.org.hsqldb,BaseParser,296,4,20,5
2008,base.trunk.src.org.hsqldb.jdbc.pool,BaseConnectionWrapper,248,3,22,8
2007,base.trunk.src.org.hsqldb.jdbc,jdbcResultSetMetaData,187,6,43,9
2007,base.trunk.src.org.hsqldb.test,TestCascade,97,2,10,5
2008,base.trunk.src.org.hsqldb.lib,BaseList,100,1,9,9
2008,base.trunk.src.org.hsqldb.util,TransferTable,298,25,222,17
2007,base.trunk.src.org.hsqldb.store,BitMap,76,4,20,5
2007,base.trunk.src.org.hsqldb.persist,Logger,199,1,5,5
2007,base.trunk.test.org.hsqldb.jdbc,jdbcConnectionTest,553,11,94,16
2008,base.trunk.src.org.hsqldb.lib,ClosableByteArrayOutputStream,137,5,59,17
2008,base.trunk.src.org.hsqldb,RangeVariable,560,3,17,6
2007,base.trunk.src.org.hsqldb.index,Node,66,2,12,6
2007,base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,123,19,216,22
2008,base.trunk.src.org.hsqldb,Parser,2713,36,223,11
2008,base.trunk.src.org.hsqldb,Table,1926,21,163,16
2007,base.trunk.src.org.hsqldb.server,Server,1040,3,28,16
2008,base.trunk.src.org.hsqldb.jdbc,jdbcDatabaseMetaData,1079,9,60,10
2008,base.trunk.src.org.hsqldb.types,DomainType,216,5,133,75
2008,base.trunk.src.org.hsqldb.sample,Testdb,80,1,5,5
2008,base.trunk.src.org.hsqldb.util,ZaurusConnectionDialog,166,3,20,8
2007,base.trunk.src.org.hsqldb.test,TestLibSpeed,166,5,55,24
2008,base.trunk.src.org.hsqldb.util,ZaurusTextField,39,2,12,7
2008,base.trunk.src.org.hsqldb,SQLFunction,1322,28,249,20
2008,base.trunk.src.org.hsqldb.test,TestLikePredicateOptimizations,118,5,29,6
2007,base.trunk.test.org.hsqldb.jdbc,jdbcPreparedStatementTest,607,5,63,23
2008,base.trunk.src.org.hsqldb.util.preprocessor,Defines,125,2,14,7
2007,base.trunk.src.org.hsqldb.jdbc,jdbcDataSource,83,5,35,9
2007,base.trunk.src.org.hsqldb.dbinfo,DITypeInfo,607,15,86,14
2007,base.trunk.src.org.hsqldb.cmdline,dummy,1,1,1,1
2007,base.trunk.src.org.hsqldb.cmdline.sqltool,dummy,1,1,1,1
